ID,Term Name,Definition,Categories,Category IDs,Is Legacy,Current Term,Current Term ID,Legacy Names,Legacy Term IDs,Upvotes,Downvotes
197,Guardrails,"Adobe Experience Platform uses three tiers of compute resources to evaluate data and power segmentation, activations, and journeys. Each tier varies in performance and operational constraints (""guardrails""):1. Edge (Fastest, Most Constrained)Runs in near real-time on Adobe Edge nodes. Used for instant personalisation and decisions.⏱️ Millisecond latency🛑 Strict guardrails (e.g. no complex joins, limited segment logic)🧠 Used in AJO, Web SDK, TargetEdge is for:""This field equals this value"" Fast, atomic checks like:country == ""UK""segmentMembership == trueprofile.loyaltyStatus == ""Gold""It just doesn't have the puff to do any more!2. Streaming (Balanced)Processes data as it arrives in the system.⚡ Real-time to seconds latency🔄 Powers streaming segmentation and AJO triggers🔧 Medium guardrails (some logic supported)✅ Extra Capabilities in Streaming (vs. Edge):Event-based logic → e.g., eventType == ""purchase"" AND orderValue > 100Time window filters → e.g., ""Occurred within last 7 days""Multiple event conditions → e.g., ""Viewed Product A AND added to cart""Event count rules → e.g., ""More than 3 purchases this month""AND / OR / nested conditions → Complex segmentation logic with logical groupingsCross-field comparisons → e.g., cartValue > profile.loyaltyThreshold (limited, but possible)Exclusion logic → e.g., ""Did not visit support page in past 30 days""Profile + event mix rules → Combine profile fields with event filters in a single segment3. Batch (Most Relaxed)Runs on a scheduled daily basis in the data lake.🕐 High latency (up to 24 hours)✅ Full XDM support, complex joins, no real-time requirement📦 Best for large, complex datasets and segments","AEP, [New Term Dropzone]","52, 53",No,,,,,0,0
196,Webhook,"In the context of AJO Simulations ,🧠 Why Use a Webhook in This Case?When email isn’t fully configured in Adobe Journey Optimizer (e.g. no IP pool, no sender address, or no channel surface), using a Webhook action is a common workaround to:Simulate a journey responseValidate journey flow logicPreview dynamic content / payloadsEnsure the event triggers correctly✅ Common Use Cases:Training/demo environmentsEarly-stage sandbox setupsDeveloper testing without needing deliverability configDebugging journeys without sending real emails or SMS","AJO, [New Term Dropzone]","50, 53",No,,,,,0,0
195,Simulate,Sumulate a journey in AJO,"AJO, [New Term Dropzone]","50, 53",No,,,,,0,0
194,Suppression List,"✅ What That Means:It applies regardless of the journey or campaignOnce listed, a profile will not receive messages via that channel (e.g., email)Useful for:Regulatory compliance (e.g. GDPR opt-out)Manual overrides (e.g. internal test users)Persistent unsubscribes or bouncesYou can think of it as channel-level suppression at the platform level, not just journey-level logic",AJO,50,No,,,,,0,0
193,Journey Canvas / Designer,Where you design journies,"AJO, [New Term Dropzone]","50, 53",No,,,,,1,0
192,Admin Controls Dashboard,"🧭 Admin Controls DashboardIt provides centralized setup access for:Data SourcesEventsActionsReportingEach of these is a configurable building block used to power journeys, decisions, and activations.In the context of documentation or your dictionary, you could define it as:Admin Controls Dashboard: The primary configuration hub in Adobe Journey Optimizer used to manage data inputs (sources), event triggers, outbound actions, and reporting schemas.",AJO,50,No,,,,,0,0
191,Ingestion Errors,ingestion errors,[New Term Dropzone],53,No,,,,,0,0
190,Parquet,enter definition here,[New Term Dropzone],53,No,,,,,0,0
189,[XDM Experience] Classes,"In Adobe Experience Platform, a class defines the foundational structure and purpose of a dataset schema. It determines whether the data is a long-lived record (e.g., XDM Individual Profile) or a time-based event (e.g., XDM ExperienceEvent).Classes are part of the XDM specification and govern how data is used for profile stitching, segmentation, and activation.",[New Term Dropzone],53,No,,,,,0,0
188,Derived Fields,Custom fields in CJA created by applying formulas or logic to existing data. They help you tailor metrics or dimensions without changing the original dataset.,CJA,33,No,,,,,0,0
187,Columnar,"Refers to how data is stored by columns rather than rows. In Adobe Analytics, this enables fast reporting across predefined fields like eVars and props. In Adobe Experience Platform, columnar storage (e.g., Parquet) powers scalable querying of flexible ExperienceEvent-based schemas used in CJA.",AEP,52,No,,,,,0,0
186,Tenant ID,"In Adobe Experience Platform, the Tenant ID is a unique namespace assigned to an organisation. It prefixes all custom fields and objects in XDM schemas to avoid naming collisions with Adobe-managed fields or other tenants. It is auto-generated and ensures global uniqueness of custom schema components.",AEP,52,No,,,,,0,0
185,Business Event,"A derived or meaningful user interaction composed of one or more unitary events. Examples include cart abandonment, product purchase, or booking confirmation. Often used to trigger journeys and measure business outcomes.",AEP,52,No,,,,,0,0
184,Unitary Event,"A raw, individual user action such as a page view, click, or form submission. Captured as-is in the XDM ExperienceEvent schema in Adobe Experience Platform, or via an API (eg a weather event).✅ Correct Answer: Unitary EventFor use cases where notifications must be sent in real time, such as alerting customers when they're nearing data limits, AJO expects a Unitary Event—a single, self-contained event sent via API or Web SDK.🔁 Incorrect Answers:Trigger Event: Despite the name, it's not used for real-time delivery in AJO. It's a legacy AEM term or sometimes misunderstood.Data Load Event: Used for bulk data uploads, not real-time engagement. For example, uploading a CSV of churn-risk customers nightly.","AJO, Exams","50, 54",No,,,,,0,0
183,Core Services,"Foundational services in Adobe Experience Platform, including: Identity Service, Profile Service, Segmentation, Consent Catalog DULE. These services support key functionality across AEP applications like RTCDP, AJO, and CJA.",AEP,52,No,,,,,0,0
182,Segmentation Service,"A core service in Adobe Experience Platform that creates and evaluates audiences in real-time or batch mode based on profile attributes and event data. It powers use cases in AJO, RTCDP, and CJA.",AEP,52,No,,,,,0,0
181,Edge Caching,"A method of storing data or content closer to the user by using geographically distributed servers. In Adobe Experience Platform, edge caching helps reduce latency by serving data such as profiles, decisions, and consent flags from nearby edge nodes. Adobe Experience Platform (AEP) Stores profile fragments, consent data, and segmentation decisions at the edge Adobe Journey Optimizer (AJO) Delivers decisioning results (e.g. offers) in milliseconds via edge nodes Adobe Web SDK (Alloy.js) Sends/receives data via Edge Network using cached elements Adobe Target (when using Edge Network) May cache response logic to improve test/personalisation speed",AEP,52,No,,,,,0,0
180,Test Profiles,"An AJO Test Profile is a designated profile in Adobe Journey Optimizer used to simulate and validate journeys before they go live.It allows users to preview journey logic, event triggering, and message delivery (e.g., email or push) without impacting actual customer data.Test profiles are typically created with a known identifier (like email or user ID) and are used in test mode to verify actions, conditions, and orchestration logic in a safe environment.",AJO,50,No,,,,,0,0
179,Federated Audience Composition,"🧾 Federated Audience — Full Definition for Dictionary Definition: A Federated Audience in Adobe Experience Platform (AEP) is an audience segment created and managed in an external system (e.g., Adobe Audience Manager or a partner CDP), and shared into AEP for targeting and activation — without duplicating the underlying data. ⚠️ Limitations: Not Queryable: You cannot explore or analyse the raw data in Query Service or CJA. No Event/Attribute Access: A Federated Audience only includes: A list of profile IDs Basic metadata (e.g. source, audience name, last updated) It behaves like a black-box segment: usable in segmentation and activation, but not enriched with AEP-native traits or events. 🔌 Partner Integrations: Federated Audiences integrate with external systems like: Adobe Audience Manager (AAM) LiveRamp Salesforce CDP Other data providers via B2B APIs or federated segmentation partners These integrations allow ID-based segments (e.g. cookies, hashed emails) to be federated into AEP and then used in: AJO Journeys RTCDP Destinations Campaigns and Offers Added to adobe july 2024",AEP,52,No,,,,,0,0
178,Effective Marketing,"Armed with this knowledge, you can create more meaningful, relevant, and effective marketing campaigns.",AJO,50,No,,,,,0,0
177,Insights and Personalization,"These unified profiles allow you to mine insights. You can understand customer behavior, preferences, and pain points.",AJO,50,No,,,,,0,0
176,Complete Customer View,"By stitching together data points, CJA provides a holistic view of individual customer journeys across all channels.",AJO,50,No,,,,,0,0
175,Golden Profiles,"CJA creates what we call 'golden profiles.' These profiles combine physical and digital data from various sources. ✨ What’s “Golden” About It? ✅ Deduplicated: Combines IDs across devices and channels ✅ Unified: Merges data from CRM, POS, web, mobile, etc. ✅ Real-time: Continuously updated with new events and traits ✅ Trusted: Used for targeting, personalisation, and analytics — confidently ✅ Governed: Data usage policies (DULE, GDPR) respected","AJO, CJA","50, 33",No,,,,,1,0
174,GDPR,"GDPR (General Data Protection Regulation) is a comprehensive data privacy law enforced by the European Union that governs how organisations collect, store, process, and share personal data of individuals in the EU. It emphasises user consent, data transparency, and the right to access or delete one’s data. Example: Under GDPR, a company must obtain explicit consent before using someone’s email for marketing. If the user withdraws consent, the company is obligated to stop processing and remove that data upon request.",Data Governance,51,No,,,,,0,0
173,DULE,"DULE (Data Usage Labeling and Enforcement) is a governance framework in Adobe Experience Platform that allows organisations to label data (e.g. PII, sensitive, region-specific) and enforce policies that control how that data can be used or activated. It ensures compliance by automatically blocking actions that violate defined usage rules. Example: If email addresses are labeled as pii, and a policy prohibits activating pii data to third-party destinations like Facebook, AEP will automatically block such an export to ensure data compliance.",Data Governance,51,No,,,,,0,0
172,Email surface,"What It Contains: Friendly sender name (e.g. ""Barry’s Bikes"") From address (e.g. hello@barrysbikes.com) Reply-to address Associated channel (Email) Linked message templates Delivery platform (typically Adobe Campaign push or external ESP via custom channel)",AJO,50,No,,,,,0,0
158,Checkbox,Allows users to select one or more items from a set.,UX,35,No,,,,,0,0
157,Tabs,Organizes content into multiple views with a tabbed interface.,UX,35,No,,,,,0,0
156,Slider,Allows users to make selections from a range of values.,UX,35,No,,,,,0,0
155,Dialog,A modal window that interrupts the user with urgent information or requires a response.,UX,35,No,,,,,0,0
154,ActionButton,A button that performs an action with minimal visual weight.,UX,35,No,,,,,0,0
153,Rail,"Fixed panel on the side of the screen, used for navigation or filters.",UX,35,No,,,,,0,0
152,Chiclet,Small box element showing applied filters or segments.,UX,35,No,,,,,0,0
151,Quick Actions,Mini-buttons surfaced directly in tables or cards.,UX,35,No,,,,,0,0
150,ActionBar,"Row of context-aware buttons (e.g. Save, Edit, Delete).",UX,35,No,,,,,0,0
149,Tag Field,Input field where typed items turn into tags or tokens.,UX,35,No,,,,,0,0
148,TreeView,"Expandable nested list (used in schema, data views).",UX,35,No,,,,,0,0
147,Callout,Highlighted box showing tips or warnings.,UX,35,No,,,,,0,0
146,Breadcrumbs,Navigation path shown at the top of a page.,UX,35,No,,,,,0,0
145,Accordion,Expandable/collapsible content container.,UX,35,No,,,,,0,0
144,SideNav,Vertical left-hand navigation panel (left rail).,UX,35,No,,,,,0,0
143,Stepper,UI pattern used to navigate multi-step processes like wizards.,UX,35,No,,,,,0,0
142,Flyout,A small panel that appears on hover or click for editing or preview.,UX,35,No,,,,,0,0
141,Popover,A floating panel used for contextual information or actions.,UX,35,No,,,,,0,0
140,Modal,A dialog box that overlays the interface and requires user interaction.,UX,35,No,,,,,0,0
139,Toast,Temporary message for notifications or confirmations.,UX,35,No,,,,,0,0
138,Pill,"A rounded label used to display filters, tags, or categories.",UX,35,No,,,,,1,0
134,Waffle,The nine-dot menu option at the top.,UX,35,No,,,,,1,0
133,Query Service Notebooks,Interactive environment for querying and visualizing data using SQL within Adobe Experience Platform.,"AA (Adobe Analytics), CJA","32, 33",No,,,,,0,0
132,Edge Configuration,Settings that determine how data is processed at the edge network for real-time personalization.,"CJA, RT-CDP Collaboration","33, 29",No,,,,,0,0
131,Data Workbench,Legacy analytics tool that provided multi-dimensional analysis of customer data across channels.,"AA (Adobe Analytics), UX","32, 35",Yes,,,,,0,0
130,DTM,"Dynamic Tag Management, the predecessor to Adobe Experience Platform Tags for managing analytics and marketing tags.",CJA,33,Yes,,,,,0,0
129,Visitor ID Service,Legacy term for the Adobe Experience Cloud Identity Service that manages cross-solution identity.,AA (Adobe Analytics),32,Yes,,,,,0,0
128,Legacy Launch,The previous name for Adobe Experience Platform Data Collection before rebranding.,"ACS Data Collection, CJA","31, 33",Yes,ACS Data Collection,81,,,0,0
127,Flow Service,An API service used to collect and centralize customer data from various sources within Adobe Experience Platform.,"CJA, UX","33, 35",No,,,,,0,0
126,Offer Decisioning,A capability that delivers the best offer and experience to your customers across all touchpoints at the right time.,"CJA, UX","33, 35",No,,,,,0,0
125,Activation,The process of making audience segments available for use in marketing channels and destinations.,"CJA, RT-CDP Collaboration","33, 29",No,,,,,0,0
124,API Connector,A tool that allows users to bring data from third-party sources into Adobe Experience Platform via RESTful APIs.,"CJA, UX","33, 35",No,,,,,0,0
107,Ellipsis,"In Adobe UIs (built with Spectrum React), an ellipsis refers to the ... icon, commonly used for: Compact UI: keeps interfaces clean by hiding less-used options Contextual actions: actions specific to a row, item, or card",UX,35,No,,,,,0,0
106,Dropzone,"In Spectrum React, a DropZone is a UI component or pattern that: Allows users to drag and drop files or objects into a designated area for upload, interaction, or processing.",UX,35,No,,,,,0,0
105,Left Rail,"In most Adobe Experience Cloud products (like Customer Journey Analytics, Adobe Analytics, RTCDP, and AEP), the left rail is the vertical navigation panel on the left side of the interface.",UX,35,No,,,,,0,0
104,JO,Journey Optimiser aka AJO,,,No,,,,,0,0
103,DWB,Adobe Data Workbench (DWB) — formerly known as Visual Sciences and later Omniture Discover on Premise — was Adobe's most powerful on-premise analytics platform in the early 2000s.,,,No,,,,,0,0
102,Workspace Project,A canvas in Analysis Workspace where you build analyses using data from your data views. Contains multiple panels and visualizations that help you make data-driven decisions.,CJA,33,No,,,,,1,0
101,Success Event,"Actions that users take on your site that you want to track. These could include purchases, downloads, form completions, or other key conversion points.",CJA,33,No,,,,,1,0
100,Streaming Data,"Data that is continuously generated and sent in small packets. In CJA, streaming data allows for real-time or near-real-time analysis as data flows into the system.",CJA,33,No,,,,,0,0
99,Session,"A group of customer interactions within a given timeframe. In CJA, session definitions are customizable, allowing you to determine when a session starts and ends based on your business needs.",CJA,33,No,,,,,0,0
98,Schema,"The structure and definition of a dataset. It outlines the fields, their types, and how they relate to each other.",CJA,33,No,,,,,0,0
97,Profile Dataset,"Contains data that applies to your persons, users, or customers in the Person ID dimension. For example, customer loyalty information, preferences, or demographic details.",CJA,33,No,,,,,0,0
96,Person ID,"The primary identifier used to stitch together customer data across datasets and channels. Often represents a user's ID, cookie ID, or email address.",CJA,33,No,,,,,0,0
95,Metric,"A quantitative measurement of key data points. In CJA, metrics allow you to view measurements, such as page views, visits, orders, or revenue.",CJA,33,No,,,,,0,0
94,Lookup Dataset,"A dataset that provides metadata that can be added to event or profile data. For example, a product lookup dataset might map product IDs to product names, categories, and descriptions.",CJA,33,No,,,,,0,0
93,Filter,"Previously called segments in Adobe Analytics. A subset of your data created by defining rules and specific criteria. For example, you might create a filter for ""customers from California who viewed more than 5 pages"".",CJA,33,No,,,,,0,0
92,Experience Data Model (XDM),The standardized framework that Adobe Experience Platform uses to organize customer experience data. It provides a common structure and definition for data across Adobe applications.,CJA,33,No,,,,,0,0
91,Event,"A measure of an action that has occurred, like a page view, click, add to cart, or purchase. In CJA, these are typically represented as metrics.",CJA,33,No,,,,,0,0
90,Dimension,"A type of data component that contains variable values such as text strings. Examples include page name, marketing channel, or product name. Their values are typically displayed as rows in a report.",CJA,33,No,,,,,0,0
89,Data View,"A container for the components (dimensions, metrics) that Analysis Workspace pulls from. Data views are configured in CJA with specific components from your connection's datasets.",CJA,33,No,,,,,0,0
88,Cross-Channel Analysis,"The ability to analyze customer behavior across different channels and devices. In CJA, this allows you to understand how customers interact with your business across web, mobile, in-store, and other touchpoints.",CJA,33,No,,,,,0,0
87,Conversion Variable,"Also known as eVars, these are custom variables that allow you to see how different characteristics or actions relate to success events on your site or app.",CJA,33,No,,,,,0,0
86,Connection,A set of Customer Journey Analytics datasets that combines data from different sources. Connections enable the integration of data across datasets for use in reporting.,CJA,33,No,,,,,0,0
85,Binding Dimension,"In a connection, the component that is used to join datasets together. It is selected when creating a connection between datasets.",CJA,33,No,,,,,0,0
84,Attribution,"A way to identify marketing touchpoints along the customer journey that contribute to success. Commonly applied to conversion events, it can also be used to assign credit for any success event throughout the customer lifecycle. Attribution helps marketers understand which parts of their marketing efforts are most effective.",CJA,33,No,,,,,0,0
83,Merchandising eVars,"An Adobe merchandising eVar is a type of eVar (conversion variable) in Adobe Analytics that allows binding of values to specific products in the product string. It’s used when you want to track attributes at the product level, like internal campaign ID, promo code, or product colour, and correlate them with revenue or units. Now called binding dimensions",AA (Adobe Analytics),32,Yes,Binding dimensions,82,,,1,0
82,Binding dimensions,use to be called merchie evars!,AA (Adobe Analytics),32,No,,,Merchandising eVars,83,1,0
81,ACS Data Collection,The new name for Launch.,ACS Data Collection,31,No,,,"Launch, Legacy Launch",30, 128,1,0
80,Use case,"A specific scenario that RT-CDP Collaboration can address, like audience discovery or campaign measurement.",RT-CDP Collaboration,29,No,,,,,0,0
79,Sketches,Simplified audience data summaries enabling overlap analysis without sharing personal data.,RT-CDP Collaboration,29,No,,,,,0,0
78,Publisher,An operator of online content where personal data is collected with consent for advertising or measurement.,RT-CDP Collaboration,29,No,,,,,0,0
77,Public audience,"An audience discoverable by collaborators within a project, as opposed to private or custom audiences.",RT-CDP Collaboration,29,No,,,,,0,0
76,Project,A workspace for collaborating on data integration and segmentation tasks.,RT-CDP Collaboration,29,No,,,,,0,0
75,Overlap,Common audience segments between datasets used to identify collaboration opportunities.,RT-CDP Collaboration,29,No,,,,,0,0
74,Match keys,Unique identifiers used to link records across datasets for integration and analysis.,RT-CDP Collaboration,29,No,,,,,0,0
73,Invite,A request sent to a user or organization to join a project or data collaboration.,RT-CDP Collaboration,29,No,,,,,0,0
72,Device identifier,A unique number associated with a device used for tracking and targeting.,RT-CDP Collaboration,29,No,,,,,0,0
71,Data sharing agreement,A contract outlining terms and conditions for data sharing between parties.,RT-CDP Collaboration,29,No,,,,,0,0
70,Data connection,"The source from where data is imported into RT-CDP Collaboration; currently, only Experience Platform is supported.",RT-CDP Collaboration,29,No,,,,,0,0
69,Data collaboration,"Combining and analyzing data within a company or with partners for targeting, measurement, and insights.",RT-CDP Collaboration,29,No,,,,,0,0
68,Data clean room,A secure environment allowing participants to use data assets with strict access controls for agreed uses.,RT-CDP Collaboration,29,No,,,,,0,0
67,Connection settings,"Settings sent by the connection initiator to the collaborator after a request is accepted, governing collaboration rules.",RT-CDP Collaboration,29,No,,,,,0,0
66,Connection request,A formal request sent from one organization to another to establish a data-sharing connection.,RT-CDP Collaboration,29,No,,,,,0,0
65,Cloud storage,"A cloud computing solution that enables storing data and files on the internet through a provider like AWS, Azure, or GCP.",RT-CDP Collaboration,29,No,,,,,0,0
64,Advertiser,"Any entity that will spend marketing budget to reach audiences across publishers or other brand partners to achieve goals of brand awareness, prospecting, re-engagement, and conversions.",RT-CDP Collaboration,29,No,,,,,0,0
42,saigon,this is the text for saigon,Cities of the world (Demo purposes),27,Yes,ho chi minh city (HCMC),41,,,1,0
41,ho chi minh city (HCMC),is the new name,Cities of the world (Demo purposes),27,No,,,saigon,42,1,0
30,Launch,The renamed Tag Management System (TMS) purchased from Search Discovery Satellite,ACS Data Collection,31,Yes,ACS Data Collection,81,,,1,0
